,method_call,delay
500,11446900.0,0.0
501,11280700.0,0.0
502,11232600.0,0.0
503,11602100.0,0.0
504,11377800.0,0.0
505,11317100.0,0.0
506,11312400.0,0.0
507,10830500.0,0.0
508,11417500.0,0.0
509,11490800.0,0.0
510,11267900.0,0.0
511,11237100.0,0.0
512,11372600.0,0.0
513,11560200.0,0.0
514,11316700.0,0.0
515,11401000.0,0.0
516,11323400.0,0.0
517,11675600.0,0.0
518,11484400.0,0.0
519,11201000.0,0.0
520,11581500.0,0.0
521,11265200.0,0.0
522,11306100.0,0.0
523,11309100.0,0.0
524,11690700.0,0.0
525,11385100.0,0.0
526,11236300.0,0.0
527,11287400.0,0.0
528,11201600.0,0.0
529,11138700.0,0.0
530,11629900.0,0.0
531,11446800.0,0.0
532,11659600.0,0.0
533,11739300.0,0.0
534,11460300.0,0.0
535,11267800.0,0.0
536,11166300.0,0.0
537,11347700.0,0.0
538,11429700.0,0.0
539,11379000.0,0.0
540,11347500.0,0.0
541,11509100.0,0.0
542,11268300.0,0.0
543,11031100.0,0.0
544,11273000.0,0.0
545,11505300.0,0.0
546,11312400.0,0.0
547,11335200.0,0.0
548,11164300.0,0.0
549,11298700.0,0.0
550,11116300.0,0.0
551,11481500.0,0.0
552,11627900.0,0.0
553,11593500.0,0.0
554,11585200.0,0.0
555,11379200.0,0.0
556,11250900.0,0.0
557,12100200.0,0.0
558,13705700.0,0.0
559,14439300.0,0.0
560,12559900.0,0.0
561,11161200.0,0.0
562,11134700.0,0.0
563,11381300.0,0.0
564,11387800.0,0.0
565,12118100.0,0.0
566,11454300.0,0.0
567,12099800.0,0.0
568,11732800.0,0.0
569,11258600.0,0.0
570,11166400.0,0.0
571,11503100.0,0.0
572,11242000.0,0.0
573,11345800.0,0.0
574,11358700.0,0.0
575,11354800.0,0.0
576,11497900.0,0.0
577,11194700.0,0.0
578,11432900.0,0.0
579,11211000.0,0.0
580,11036600.0,0.0
581,11222300.0,0.0
582,11291300.0,0.0
583,11253200.0,0.0
584,11553300.0,0.0
585,11565000.0,0.0
586,11596900.0,0.0
587,11878200.0,0.0
588,11556800.0,0.0
589,11007700.0,0.0
590,11111600.0,0.0
591,11243800.0,0.0
592,11291000.0,0.0
593,11481300.0,0.0
594,11088700.0,0.0
595,11144700.0,0.0
596,11444300.0,0.0
597,11215100.0,0.0
598,11483300.0,0.0
599,11473200.0,0.0
600,11375900.0,0.0
601,11122100.0,0.0
602,10933000.0,0.0
603,11453500.0,0.0
604,11536700.0,0.0
605,11263400.0,0.0
606,11210600.0,0.0
607,11020400.0,0.0
608,11305100.0,0.0
609,11193100.0,0.0
610,11270300.0,0.0
611,11484800.0,0.0
612,10995200.0,0.0
613,11053400.0,0.0
614,11764800.0,0.0
615,11292600.0,0.0
616,11139100.0,0.0
617,11774000.0,0.0
618,11642400.0,0.0
619,11534200.0,0.0
620,11407900.0,0.0
621,11436500.0,0.0
622,11408400.0,0.0
623,11045700.0,0.0
624,11295400.0,0.0
625,11208000.0,0.0
626,11418500.0,0.0
627,11159300.0,0.0
628,11231100.0,0.0
629,11256200.0,0.0
630,11243300.0,0.0
631,11278500.0,0.0
632,11260900.0,0.0
633,11529000.0,0.0
634,11485700.0,0.0
635,11134300.0,0.0
636,11484800.0,0.0
637,11531000.0,0.0
638,10909500.0,0.0
639,11314200.0,0.0
640,11272800.0,0.0
641,10964500.0,0.0
642,11514400.0,0.0
643,11396800.0,0.0
644,11540400.0,0.0
645,11168100.0,0.0
646,11535900.0,0.0
647,11547200.0,0.0
648,11547100.0,0.0
649,11382800.0,0.0
650,11149600.0,0.0
651,11550800.0,0.0
652,11295500.0,0.0
653,11477200.0,0.0
654,11222000.0,0.0
655,11528200.0,0.0
656,12079500.0,0.0
657,11258300.0,0.0
658,11398100.0,0.0
659,11611100.0,0.0
660,11721100.0,0.0
661,11101000.0,0.0
662,11221500.0,0.0
663,11213400.0,0.0
664,11096800.0,0.0
665,11106200.0,0.0
666,11133000.0,0.0
667,11372700.0,0.0
668,11488100.0,0.0
669,11629900.0,0.0
670,11625600.0,0.0
671,12036900.0,0.0
672,11542300.0,0.0
673,11476800.0,0.0
674,11773100.0,0.0
675,11904800.0,0.0
676,11804400.0,0.0
677,11488700.0,0.0
678,11620800.0,0.0
679,11687700.0,0.0
680,11725400.0,0.0
681,11747400.0,0.0
682,11640400.0,0.0
683,11468200.0,0.0
684,11624100.0,0.0
685,11904300.0,0.0
686,11870300.0,0.0
687,11726400.0,0.0
688,11796300.0,0.0
689,11370400.0,0.0
690,11641500.0,0.0
691,11776900.0,0.0
692,11422300.0,0.0
693,11539300.0,0.0
694,11694800.0,0.0
695,11840100.0,0.0
696,11516700.0,0.0
697,11647700.0,0.0
698,11747700.0,0.0
699,12110400.0,0.0
700,11772300.0,0.0
701,11644800.0,0.0
702,11696800.0,0.0
703,11239500.0,0.0
704,11819100.0,0.0
705,11961800.0,0.0
706,11501600.0,0.0
707,11689300.0,0.0
708,11469800.0,0.0
709,11682800.0,0.0
710,11829400.0,0.0
711,12186700.0,0.0
712,11251200.0,0.0
713,11354100.0,0.0
714,11740200.0,0.0
715,11600000.0,0.0
716,11601700.0,0.0
717,11547400.0,0.0
718,11768900.0,0.0
719,11619500.0,0.0
720,11631900.0,0.0
721,11537800.0,0.0
722,11603400.0,0.0
723,11420000.0,0.0
724,11495900.0,0.0
725,11596300.0,0.0
726,11617700.0,0.0
727,11674400.0,0.0
728,11507800.0,0.0
729,11346000.0,0.0
730,11524300.0,0.0
731,11832800.0,0.0
732,11614600.0,0.0
733,11823500.0,0.0
734,11878300.0,0.0
735,11477900.0,0.0
736,11469600.0,0.0
737,11748500.0,0.0
738,11853100.0,0.0
739,11566400.0,0.0
740,11630100.0,0.0
741,11487000.0,0.0
742,11316200.0,0.0
743,11535000.0,0.0
744,11838800.0,0.0
745,11551500.0,0.0
746,12006500.0,0.0
747,11775900.0,0.0
748,11662800.0,0.0
749,11499200.0,0.0
750,11753900.0,0.0
751,11809100.0,0.0
752,11629400.0,0.0
753,11494100.0,0.0
754,11688900.0,0.0
755,11271000.0,0.0
756,11385400.0,0.0
757,11859300.0,0.0
758,11636400.0,0.0
759,11267700.0,0.0
760,11479800.0,0.0
761,11654000.0,0.0
762,11590200.0,0.0
763,11650200.0,0.0
764,11688900.0,0.0
765,11998000.0,0.0
766,11740700.0,0.0
767,11288100.0,0.0
768,11647900.0,0.0
769,11584500.0,0.0
770,11700900.0,0.0
771,11297100.0,0.0
772,11915800.0,0.0
773,11830300.0,0.0
774,12042400.0,0.0
775,11387300.0,0.0
776,11305100.0,0.0
777,11468900.0,0.0
778,11387600.0,0.0
779,11440200.0,0.0
780,11883200.0,0.0
781,11813700.0,0.0
782,11248800.0,0.0
783,11664000.0,0.0
784,12039200.0,0.0
785,11754100.0,0.0
786,11653800.0,0.0
787,11797600.0,0.0
788,11606500.0,0.0
789,11422600.0,0.0
790,11466600.0,0.0
791,11406500.0,0.0
792,11607100.0,0.0
793,11575100.0,0.0
794,11681000.0,0.0
795,11441100.0,0.0
796,11404400.0,0.0
797,11617300.0,0.0
798,11886200.0,0.0
799,11684100.0,0.0
800,11490100.0,0.0
801,11548000.0,0.0
802,11526400.0,0.0
803,11852700.0,0.0
804,11659700.0,0.0
805,11683700.0,0.0
806,11554300.0,0.0
807,12017700.0,0.0
808,11512800.0,0.0
809,11385000.0,0.0
810,11753900.0,0.0
811,11521500.0,0.0
812,11363300.0,0.0
813,11466400.0,0.0
814,11587500.0,0.0
815,11809500.0,0.0
816,11703300.0,0.0
817,12611500.0,0.0
818,14212600.0,0.0
819,15264200.0,0.0
820,15539300.0,0.0
821,14309500.0,0.0
822,13757700.0,0.0
823,13574100.0,0.0
824,13875700.0,0.0
825,14134700.0,0.0
826,13862200.0,0.0
827,13706400.0,0.0
828,13659300.0,0.0
829,13595900.0,0.0
830,13899300.0,0.0
831,13934700.0,0.0
832,14041400.0,0.0
833,13941000.0,0.0
834,13515500.0,0.0
835,13873700.0,0.0
836,13466900.0,0.0
837,11283600.0,0.0
838,11648400.0,0.0
839,11246000.0,0.0
840,11253800.0,0.0
841,11225800.0,0.0
842,11402500.0,0.0
843,11987000.0,0.0
844,11283200.0,0.0
845,11392800.0,0.0
846,11592100.0,0.0
847,11277600.0,0.0
848,11593800.0,0.0
849,11521100.0,0.0
850,11374000.0,0.0
851,11239600.0,0.0
852,11461500.0,0.0
853,11460400.0,0.0
854,11675800.0,0.0
855,11414200.0,0.0
856,11273900.0,0.0
857,11328000.0,0.0
858,11435300.0,0.0
859,11461800.0,0.0
860,11183000.0,0.0
861,11296200.0,0.0
862,11013200.0,0.0
863,11021400.0,0.0
864,11548900.0,0.0
865,11361000.0,0.0
866,11117800.0,0.0
867,11235300.0,0.0
868,11228000.0,0.0
869,11089600.0,0.0
870,11526700.0,0.0
871,11621500.0,0.0
872,11224400.0,0.0
873,11192500.0,0.0
874,11342300.0,0.0
875,11351900.0,0.0
876,11217100.0,0.0
877,11546700.0,0.0
878,11465700.0,0.0
879,10999100.0,0.0
880,11167400.0,0.0
881,11244800.0,0.0
882,11419600.0,0.0
883,11598500.0,0.0
884,11088900.0,0.0
885,11379400.0,0.0
886,11275400.0,0.0
887,11764000.0,0.0
888,11191600.0,0.0
889,11185600.0,0.0
890,11575100.0,0.0
891,11230600.0,0.0
892,11187800.0,0.0
893,11273800.0,0.0
894,11279800.0,0.0
895,11359000.0,0.0
896,11506700.0,0.0
897,11608900.0,0.0
898,11539100.0,0.0
899,11458400.0,0.0
900,11270800.0,0.0
901,11513600.0,0.0
902,11993800.0,0.0
903,11663300.0,0.0
904,11090300.0,0.0
905,11341900.0,0.0
906,11212000.0,0.0
907,10910100.0,0.0
908,11455300.0,0.0
909,11367100.0,0.0
910,11205400.0,0.0
911,11574600.0,0.0
912,11498100.0,0.0
913,11716100.0,0.0
914,11625500.0,0.0
915,11890500.0,0.0
916,11747100.0,0.0
917,11888300.0,0.0
918,11561700.0,0.0
919,11518500.0,0.0
920,11402000.0,0.0
921,11406500.0,0.0
922,11406800.0,0.0
923,11217000.0,0.0
924,11134800.0,0.0
925,11363200.0,0.0
926,11187800.0,0.0
927,11466600.0,0.0
928,11401100.0,0.0
929,11678700.0,0.0
930,11372300.0,0.0
931,11684000.0,0.0
932,11583800.0,0.0
933,11097900.0,0.0
934,11305500.0,0.0
935,11179900.0,0.0
936,11174900.0,0.0
937,11230100.0,0.0
938,11350500.0,0.0
939,11330600.0,0.0
940,11394500.0,0.0
941,10972500.0,0.0
942,10979900.0,0.0
943,11031600.0,0.0
944,11073400.0,0.0
945,11094800.0,0.0
946,11244100.0,0.0
947,11429100.0,0.0
948,11194300.0,0.0
949,11109700.0,0.0
950,11374200.0,0.0
951,11530800.0,0.0
952,11149200.0,0.0
953,11282300.0,0.0
954,11312900.0,0.0
955,11260700.0,0.0
956,11458300.0,0.0
957,11510400.0,0.0
958,11197500.0,0.0
959,11468300.0,0.0
960,11593300.0,0.0
961,11326000.0,0.0
962,11785000.0,0.0
963,11407600.0,0.0
964,11289800.0,0.0
965,11351900.0,0.0
966,11342500.0,0.0
967,11657800.0,0.0
968,11364600.0,0.0
969,11096800.0,0.0
970,11233000.0,0.0
971,11555700.0,0.0
972,11487600.0,0.0
973,11274900.0,0.0
974,11396500.0,0.0
975,11632400.0,0.0
976,11417500.0,0.0
977,11008800.0,0.0
978,11263400.0,0.0
979,11166000.0,0.0
980,11503800.0,0.0
981,11001600.0,0.0
982,11516300.0,0.0
983,11529500.0,0.0
984,11139100.0,0.0
985,11204200.0,0.0
986,11568400.0,0.0
987,11315400.0,0.0
988,11589400.0,0.0
989,11486400.0,0.0
990,11371000.0,0.0
991,11298200.0,0.0
992,11401700.0,0.0
993,11466100.0,0.0
994,11260300.0,0.0
995,11487200.0,0.0
996,11649700.0,0.0
997,11341200.0,0.0
998,11368300.0,0.0
999,11111700.0,0.0
