,datachange_notifications,period,queuesize,change_int
689,11083600,10.0,1.0,1.0
690,16372900,10.0,1.0,1.0
691,16302400,10.0,1.0,1.0
692,14223200,10.0,1.0,1.0
693,13161200,10.0,1.0,1.0
694,11471400,10.0,1.0,1.0
695,11189800,10.0,1.0,1.0
696,12713300,10.0,1.0,1.0
697,10956100,10.0,1.0,1.0
698,11008700,10.0,1.0,1.0
699,15679400,10.0,1.0,1.0
700,11723600,10.0,1.0,1.0
701,10276200,10.0,1.0,1.0
702,14052100,10.0,1.0,1.0
703,12888700,10.0,1.0,1.0
704,13324900,10.0,1.0,1.0
705,12540700,10.0,1.0,1.0
706,11412900,10.0,1.0,1.0
707,17463900,10.0,1.0,1.0
708,11884800,10.0,1.0,1.0
709,14601400,10.0,1.0,1.0
710,18421200,10.0,1.0,1.0
711,12991400,10.0,1.0,1.0
712,14923600,10.0,1.0,1.0
713,12112300,10.0,1.0,1.0
714,12292200,10.0,1.0,1.0
715,11994500,10.0,1.0,1.0
716,11953800,10.0,1.0,1.0
717,12477800,10.0,1.0,1.0
718,12085000,10.0,1.0,1.0
719,13811200,10.0,1.0,1.0
720,14710300,10.0,1.0,1.0
721,11843800,10.0,1.0,1.0
722,15038700,10.0,1.0,1.0
723,11732900,10.0,1.0,1.0
724,13010300,10.0,1.0,1.0
725,13136500,10.0,1.0,1.0
726,13679300,10.0,1.0,1.0
727,11325100,10.0,1.0,1.0
728,14251900,10.0,1.0,1.0
729,18347800,10.0,1.0,1.0
730,12608200,10.0,1.0,1.0
731,11771400,10.0,1.0,1.0
732,13900500,10.0,1.0,1.0
733,11153700,10.0,1.0,1.0
734,13065900,10.0,1.0,1.0
735,12643900,10.0,1.0,1.0
736,15400700,10.0,1.0,1.0
737,12292000,10.0,1.0,1.0
738,13245800,10.0,1.0,1.0
739,11937000,10.0,1.0,1.0
740,11748300,10.0,1.0,1.0
741,10771900,10.0,1.0,1.0
742,12324300,10.0,1.0,1.0
743,12331100,10.0,1.0,1.0
744,11204700,10.0,1.0,1.0
745,11669200,10.0,1.0,1.0
746,15242100,10.0,1.0,1.0
747,10967300,10.0,1.0,1.0
748,11080200,10.0,1.0,1.0
749,12919700,10.0,1.0,1.0
750,12109200,10.0,1.0,1.0
751,13229800,10.0,1.0,1.0
752,13553900,10.0,1.0,1.0
753,12885200,10.0,1.0,1.0
754,16347500,10.0,1.0,1.0
755,11968500,10.0,1.0,1.0
756,12705300,10.0,1.0,1.0
757,12001100,10.0,1.0,1.0
758,12265400,10.0,1.0,1.0
759,16994400,10.0,1.0,1.0
760,15927500,10.0,1.0,1.0
761,13631400,10.0,1.0,1.0
762,11869300,10.0,1.0,1.0
763,11516300,10.0,1.0,1.0
764,14182400,10.0,1.0,1.0
765,16759300,10.0,1.0,1.0
766,13842200,10.0,1.0,1.0
767,12884000,10.0,1.0,1.0
768,12166800,10.0,1.0,1.0
769,16756100,10.0,1.0,1.0
770,11068400,10.0,1.0,1.0
771,13096800,10.0,1.0,1.0
772,11777800,10.0,1.0,1.0
773,11914100,10.0,1.0,1.0
774,11994200,10.0,1.0,1.0
