,datachange_notifications,period,queuesize,change_int
773,13466300,10.0,1.0,10.0
774,11794900,10.0,1.0,10.0
775,11409100,10.0,1.0,10.0
776,11942100,10.0,1.0,10.0
777,12537700,10.0,1.0,10.0
778,16284100,10.0,1.0,10.0
779,13324200,10.0,1.0,10.0
780,13317800,10.0,1.0,10.0
781,16058600,10.0,1.0,10.0
782,11361500,10.0,1.0,10.0
783,14527100,10.0,1.0,10.0
784,14335000,10.0,1.0,10.0
785,14148900,10.0,1.0,10.0
786,13031100,10.0,1.0,10.0
787,13049600,10.0,1.0,10.0
788,12263000,10.0,1.0,10.0
789,13681500,10.0,1.0,10.0
790,20083100,10.0,1.0,10.0
791,14333400,10.0,1.0,10.0
792,12977200,10.0,1.0,10.0
793,17940300,10.0,1.0,10.0
794,12120500,10.0,1.0,10.0
795,18760100,10.0,1.0,10.0
796,10815400,10.0,1.0,10.0
797,11135200,10.0,1.0,10.0
798,16339400,10.0,1.0,10.0
799,14941600,10.0,1.0,10.0
800,15380600,10.0,1.0,10.0
801,11543900,10.0,1.0,10.0
802,11256000,10.0,1.0,10.0
803,13480700,10.0,1.0,10.0
804,12120800,10.0,1.0,10.0
805,12545100,10.0,1.0,10.0
806,13892100,10.0,1.0,10.0
807,11645500,10.0,1.0,10.0
808,13580400,10.0,1.0,10.0
809,11862300,10.0,1.0,10.0
810,12189900,10.0,1.0,10.0
811,12156500,10.0,1.0,10.0
812,14460600,10.0,1.0,10.0
813,12148800,10.0,1.0,10.0
814,13400100,10.0,1.0,10.0
815,12323200,10.0,1.0,10.0
816,15626500,10.0,1.0,10.0
817,14042600,10.0,1.0,10.0
818,14540000,10.0,1.0,10.0
819,13191300,10.0,1.0,10.0
820,13118900,10.0,1.0,10.0
821,13146700,10.0,1.0,10.0
822,13258800,10.0,1.0,10.0
823,15407600,10.0,1.0,10.0
824,14634700,10.0,1.0,10.0
825,11066400,10.0,1.0,10.0
826,15169500,10.0,1.0,10.0
827,12310500,10.0,1.0,10.0
828,14699200,10.0,1.0,10.0
829,16290600,10.0,1.0,10.0
830,34918700,10.0,1.0,10.0
831,19185500,10.0,1.0,10.0
832,12685900,10.0,1.0,10.0
833,13582400,10.0,1.0,10.0
834,11695400,10.0,1.0,10.0
835,12352100,10.0,1.0,10.0
836,12814000,10.0,1.0,10.0
837,11838400,10.0,1.0,10.0
838,11714900,10.0,1.0,10.0
839,15249700,10.0,1.0,10.0
840,13522400,10.0,1.0,10.0
841,14304200,10.0,1.0,10.0
842,12266600,10.0,1.0,10.0
843,15453700,10.0,1.0,10.0
844,13359900,10.0,1.0,10.0
845,12804500,10.0,1.0,10.0
846,14152700,10.0,1.0,10.0
847,15296700,10.0,1.0,10.0
848,11792800,10.0,1.0,10.0
849,15204600,10.0,1.0,10.0
850,13390200,10.0,1.0,10.0
851,14330100,10.0,1.0,10.0
852,10852600,10.0,1.0,10.0
853,13071700,10.0,1.0,10.0
854,13535000,10.0,1.0,10.0
855,11882000,10.0,1.0,10.0
856,18468700,10.0,1.0,10.0
857,11457100,10.0,1.0,10.0
858,14350400,10.0,1.0,10.0
859,10809800,10.0,1.0,10.0
860,13543700,10.0,1.0,10.0
861,12389200,10.0,1.0,10.0
862,15235300,10.0,1.0,10.0
863,11644800,10.0,1.0,10.0
864,12519000,10.0,1.0,10.0
865,12535600,10.0,1.0,10.0
866,13064400,10.0,1.0,10.0
867,10417700,10.0,1.0,10.0
868,14600800,10.0,1.0,10.0
869,11697100,10.0,1.0,10.0
870,16977800,10.0,1.0,10.0
871,12537800,10.0,1.0,10.0
872,15246300,10.0,1.0,10.0
873,24351200,10.0,1.0,10.0
874,14774700,10.0,1.0,10.0
875,14376200,10.0,1.0,10.0
876,14901800,10.0,1.0,10.0
877,15535300,10.0,1.0,10.0
878,16501100,10.0,1.0,10.0
879,13165100,10.0,1.0,10.0
880,13379700,10.0,1.0,10.0
881,15505200,10.0,1.0,10.0
882,11368800,10.0,1.0,10.0
883,16590500,10.0,1.0,10.0
884,14999900,10.0,1.0,10.0
885,14640800,10.0,1.0,10.0
886,13832300,10.0,1.0,10.0
887,15073100,10.0,1.0,10.0
888,16398800,10.0,1.0,10.0
889,10883000,10.0,1.0,10.0
890,17078500,10.0,1.0,10.0
891,11587400,10.0,1.0,10.0
892,11042200,10.0,1.0,10.0
893,12407700,10.0,1.0,10.0
894,11876900,10.0,1.0,10.0
895,12704200,10.0,1.0,10.0
896,13597700,10.0,1.0,10.0
897,11334200,10.0,1.0,10.0
898,17350400,10.0,1.0,10.0
899,12655500,10.0,1.0,10.0
900,12459900,10.0,1.0,10.0
901,13285700,10.0,1.0,10.0
902,11670300,10.0,1.0,10.0
903,16348200,10.0,1.0,10.0
904,16491800,10.0,1.0,10.0
905,12492100,10.0,1.0,10.0
906,14615300,10.0,1.0,10.0
907,12113400,10.0,1.0,10.0
908,12404000,10.0,1.0,10.0
909,11683100,10.0,1.0,10.0
910,13986200,10.0,1.0,10.0
911,10508600,10.0,1.0,10.0
912,14378900,10.0,1.0,10.0
913,11204200,10.0,1.0,10.0
914,16786800,10.0,1.0,10.0
915,12953400,10.0,1.0,10.0
916,14925800,10.0,1.0,10.0
917,18383500,10.0,1.0,10.0
918,19406300,10.0,1.0,10.0
919,13425200,10.0,1.0,10.0
920,13410000,10.0,1.0,10.0
921,12223600,10.0,1.0,10.0
922,21103300,10.0,1.0,10.0
923,12444900,10.0,1.0,10.0
924,13108100,10.0,1.0,10.0
925,11707500,10.0,1.0,10.0
926,15299600,10.0,1.0,10.0
927,13086900,10.0,1.0,10.0
928,12581800,10.0,1.0,10.0
929,11362400,10.0,1.0,10.0
930,12993300,10.0,1.0,10.0
931,11646700,10.0,1.0,10.0
932,14817400,10.0,1.0,10.0
933,13152900,10.0,1.0,10.0
934,16686700,10.0,1.0,10.0
935,12596700,10.0,1.0,10.0
936,11086800,10.0,1.0,10.0
937,15354400,10.0,1.0,10.0
938,12816200,10.0,1.0,10.0
939,11946200,10.0,1.0,10.0
940,15961900,10.0,1.0,10.0
941,12022000,10.0,1.0,10.0
942,13072500,10.0,1.0,10.0
943,19564700,10.0,1.0,10.0
944,11098700,10.0,1.0,10.0
945,10934900,10.0,1.0,10.0
946,10398600,10.0,1.0,10.0
947,11877500,10.0,1.0,10.0
948,10627900,10.0,1.0,10.0
949,11959800,10.0,1.0,10.0
950,10671400,10.0,1.0,10.0
951,16774700,10.0,1.0,10.0
952,11017300,10.0,1.0,10.0
953,11270300,10.0,1.0,10.0
954,10592600,10.0,1.0,10.0
955,11475300,10.0,1.0,10.0
956,9901600,10.0,1.0,10.0
957,10329900,10.0,1.0,10.0
958,12972300,10.0,1.0,10.0
959,11362700,10.0,1.0,10.0
960,12034200,10.0,1.0,10.0
961,15849700,10.0,1.0,10.0
962,10627900,10.0,1.0,10.0
963,12056900,10.0,1.0,10.0
964,12583900,10.0,1.0,10.0
965,14860300,10.0,1.0,10.0
966,11009100,10.0,1.0,10.0
967,11937500,10.0,1.0,10.0
968,15444500,10.0,1.0,10.0
969,14529300,10.0,1.0,10.0
970,11249400,10.0,1.0,10.0
971,12669500,10.0,1.0,10.0
972,11176600,10.0,1.0,10.0
973,14493400,10.0,1.0,10.0
974,11800900,10.0,1.0,10.0
975,12854700,10.0,1.0,10.0
976,11153300,10.0,1.0,10.0
977,10589000,10.0,1.0,10.0
978,13055100,10.0,1.0,10.0
979,11713200,10.0,1.0,10.0
980,12631200,10.0,1.0,10.0
981,13811400,10.0,1.0,10.0
982,14328400,10.0,1.0,10.0
983,12500000,10.0,1.0,10.0
984,21302700,10.0,1.0,10.0
985,23793600,10.0,1.0,10.0
986,11966500,10.0,1.0,10.0
987,12086100,10.0,1.0,10.0
988,12285800,10.0,1.0,10.0
989,14555100,10.0,1.0,10.0
990,12018100,10.0,1.0,10.0
991,11068100,10.0,1.0,10.0
992,14168700,10.0,1.0,10.0
993,11169800,10.0,1.0,10.0
994,11312700,10.0,1.0,10.0
995,16258400,10.0,1.0,10.0
996,12800700,10.0,1.0,10.0
997,14605200,10.0,1.0,10.0
998,11786700,10.0,1.0,10.0
999,15644800,10.0,1.0,10.0
1000,11800800,10.0,1.0,10.0
1001,12311700,10.0,1.0,10.0
1002,11977400,10.0,1.0,10.0
1003,11749200,10.0,1.0,10.0
1004,12814200,10.0,1.0,10.0
1005,13688700,10.0,1.0,10.0
1006,10467000,10.0,1.0,10.0
1007,10914600,10.0,1.0,10.0
1008,11616100,10.0,1.0,10.0
1009,10373400,10.0,1.0,10.0
1010,12338500,10.0,1.0,10.0
1011,11827100,10.0,1.0,10.0
1012,16054300,10.0,1.0,10.0
1013,14340800,10.0,1.0,10.0
1014,11520000,10.0,1.0,10.0
1015,10892300,10.0,1.0,10.0
1016,12822600,10.0,1.0,10.0
1017,11463700,10.0,1.0,10.0
1018,10964800,10.0,1.0,10.0
1019,11239000,10.0,1.0,10.0
1020,11181700,10.0,1.0,10.0
1021,11706200,10.0,1.0,10.0
1022,14375500,10.0,1.0,10.0
1023,12230100,10.0,1.0,10.0
1024,17240400,10.0,1.0,10.0
1025,11199800,10.0,1.0,10.0
1026,9954100,10.0,1.0,10.0
1027,12461100,10.0,1.0,10.0
1028,12263500,10.0,1.0,10.0
1029,12580100,10.0,1.0,10.0
1030,10865300,10.0,1.0,10.0
1031,14193900,10.0,1.0,10.0
1032,13676800,10.0,1.0,10.0
1033,12599500,10.0,1.0,10.0
1034,10511900,10.0,1.0,10.0
1035,12209000,10.0,1.0,10.0
1036,16953700,10.0,1.0,10.0
1037,12883000,10.0,1.0,10.0
1038,21035600,10.0,1.0,10.0
1039,11813400,10.0,1.0,10.0
1040,10792700,10.0,1.0,10.0
1041,10544200,10.0,1.0,10.0
1042,11433500,10.0,1.0,10.0
1043,11936600,10.0,1.0,10.0
1044,11558500,10.0,1.0,10.0
1045,12546700,10.0,1.0,10.0
1046,13997800,10.0,1.0,10.0
1047,11617600,10.0,1.0,10.0
1048,16615000,10.0,1.0,10.0
1049,11397800,10.0,1.0,10.0
1050,12937300,10.0,1.0,10.0
1051,12895600,10.0,1.0,10.0
1052,15587100,10.0,1.0,10.0
1053,11022300,10.0,1.0,10.0
1054,12920600,10.0,1.0,10.0
1055,10561300,10.0,1.0,10.0
1056,15010200,10.0,1.0,10.0
1057,12575800,10.0,1.0,10.0
1058,11925200,10.0,1.0,10.0
1059,15612200,10.0,1.0,10.0
1060,14789000,10.0,1.0,10.0
1061,14308500,10.0,1.0,10.0
1062,10955000,10.0,1.0,10.0
1063,20952700,10.0,1.0,10.0
1064,10623000,10.0,1.0,10.0
1065,12432200,10.0,1.0,10.0
1066,10826000,10.0,1.0,10.0
1067,11691500,10.0,1.0,10.0
1068,13793800,10.0,1.0,10.0
1069,11826100,10.0,1.0,10.0
1070,12236300,10.0,1.0,10.0
1071,15254800,10.0,1.0,10.0
1072,11450300,10.0,1.0,10.0
1073,10854700,10.0,1.0,10.0
1074,15044300,10.0,1.0,10.0
1075,10760800,10.0,1.0,10.0
1076,10754900,10.0,1.0,10.0
1077,9804600,10.0,1.0,10.0
1078,12621100,10.0,1.0,10.0
1079,10786800,10.0,1.0,10.0
1080,18968000,10.0,1.0,10.0
1081,13010700,10.0,1.0,10.0
1082,10656900,10.0,1.0,10.0
1083,11760600,10.0,1.0,10.0
1084,13415400,10.0,1.0,10.0
1085,9664600,10.0,1.0,10.0
1086,14242100,10.0,1.0,10.0
1087,10293700,10.0,1.0,10.0
1088,14811100,10.0,1.0,10.0
1089,11656400,10.0,1.0,10.0
1090,12170300,10.0,1.0,10.0
1091,10102400,10.0,1.0,10.0
1092,13984900,10.0,1.0,10.0
1093,12471900,10.0,1.0,10.0
1094,13704500,10.0,1.0,10.0
1095,10207200,10.0,1.0,10.0
1096,15408800,10.0,1.0,10.0
1097,9996600,10.0,1.0,10.0
1098,22543500,10.0,1.0,10.0
1099,12148000,10.0,1.0,10.0
1100,11258700,10.0,1.0,10.0
1101,12562300,10.0,1.0,10.0
1102,10837600,10.0,1.0,10.0
1103,11758700,10.0,1.0,10.0
1104,14172100,10.0,1.0,10.0
1105,13070700,10.0,1.0,10.0
1106,14731400,10.0,1.0,10.0
1107,10496700,10.0,1.0,10.0
1108,15413900,10.0,1.0,10.0
1109,10321000,10.0,1.0,10.0
1110,14354600,10.0,1.0,10.0
1111,18961300,10.0,1.0,10.0
1112,14171600,10.0,1.0,10.0
1113,13657800,10.0,1.0,10.0
1114,13155600,10.0,1.0,10.0
1115,12297200,10.0,1.0,10.0
1116,13039600,10.0,1.0,10.0
1117,15524500,10.0,1.0,10.0
1118,11187600,10.0,1.0,10.0
1119,10956900,10.0,1.0,10.0
1120,11244300,10.0,1.0,10.0
1121,10473400,10.0,1.0,10.0
1122,12198600,10.0,1.0,10.0
1123,11151900,10.0,1.0,10.0
1124,13430000,10.0,1.0,10.0
1125,14250400,10.0,1.0,10.0
1126,11810300,10.0,1.0,10.0
1127,16466500,10.0,1.0,10.0
1128,12718400,10.0,1.0,10.0
1129,12252600,10.0,1.0,10.0
1130,10201600,10.0,1.0,10.0
1131,11218900,10.0,1.0,10.0
1132,13115900,10.0,1.0,10.0
1133,10780500,10.0,1.0,10.0
1134,10369700,10.0,1.0,10.0
1135,11674000,10.0,1.0,10.0
1136,16536000,10.0,1.0,10.0
1137,11329800,10.0,1.0,10.0
1138,10460900,10.0,1.0,10.0
1139,12044800,10.0,1.0,10.0
1140,14411200,10.0,1.0,10.0
1141,14551200,10.0,1.0,10.0
1142,14181400,10.0,1.0,10.0
1143,20328000,10.0,1.0,10.0
1144,12052700,10.0,1.0,10.0
1145,11287000,10.0,1.0,10.0
1146,13892100,10.0,1.0,10.0
1147,15837700,10.0,1.0,10.0
1148,11377400,10.0,1.0,10.0
1149,13783900,10.0,1.0,10.0
1150,11848000,10.0,1.0,10.0
1151,16440600,10.0,1.0,10.0
1152,13711400,10.0,1.0,10.0
1153,11515300,10.0,1.0,10.0
1154,11975400,10.0,1.0,10.0
1155,26743900,10.0,1.0,10.0
1156,15239700,10.0,1.0,10.0
1157,12074800,10.0,1.0,10.0
1158,16290700,10.0,1.0,10.0
1159,12226300,10.0,1.0,10.0
1160,12290500,10.0,1.0,10.0
1161,14791900,10.0,1.0,10.0
1162,16510700,10.0,1.0,10.0
1163,15437700,10.0,1.0,10.0
1164,14508400,10.0,1.0,10.0
1165,12697200,10.0,1.0,10.0
1166,12401700,10.0,1.0,10.0
1167,11424500,10.0,1.0,10.0
1168,11582000,10.0,1.0,10.0
1169,15013600,10.0,1.0,10.0
1170,17493100,10.0,1.0,10.0
1171,11939400,10.0,1.0,10.0
1172,13430100,10.0,1.0,10.0
1173,13864700,10.0,1.0,10.0
1174,11517300,10.0,1.0,10.0
1175,10997300,10.0,1.0,10.0
1176,12287300,10.0,1.0,10.0
1177,16164700,10.0,1.0,10.0
1178,16233700,10.0,1.0,10.0
1179,12533300,10.0,1.0,10.0
1180,16027800,10.0,1.0,10.0
1181,12333000,10.0,1.0,10.0
1182,13724200,10.0,1.0,10.0
1183,14788900,10.0,1.0,10.0
1184,14238200,10.0,1.0,10.0
1185,15764600,10.0,1.0,10.0
1186,16047700,10.0,1.0,10.0
1187,15229600,10.0,1.0,10.0
1188,12295200,10.0,1.0,10.0
1189,11219900,10.0,1.0,10.0
1190,13848700,10.0,1.0,10.0
1191,12038600,10.0,1.0,10.0
1192,12711600,10.0,1.0,10.0
1193,13789900,10.0,1.0,10.0
1194,12281800,10.0,1.0,10.0
1195,18297200,10.0,1.0,10.0
1196,13501800,10.0,1.0,10.0
1197,12459100,10.0,1.0,10.0
1198,11910200,10.0,1.0,10.0
1199,12153700,10.0,1.0,10.0
1200,14500700,10.0,1.0,10.0
1201,11489600,10.0,1.0,10.0
1202,17444100,10.0,1.0,10.0
1203,13199900,10.0,1.0,10.0
1204,12793500,10.0,1.0,10.0
1205,11832000,10.0,1.0,10.0
1206,12276000,10.0,1.0,10.0
1207,14706100,10.0,1.0,10.0
1208,11842900,10.0,1.0,10.0
1209,12747700,10.0,1.0,10.0
1210,14945000,10.0,1.0,10.0
1211,15130800,10.0,1.0,10.0
1212,13441700,10.0,1.0,10.0
1213,13326800,10.0,1.0,10.0
1214,15867300,10.0,1.0,10.0
1215,14738800,10.0,1.0,10.0
1216,11689700,10.0,1.0,10.0
1217,12754000,10.0,1.0,10.0
1218,20363800,10.0,1.0,10.0
1219,15074400,10.0,1.0,10.0
1220,16038000,10.0,1.0,10.0
1221,16124100,10.0,1.0,10.0
1222,11935600,10.0,1.0,10.0
1223,12484900,10.0,1.0,10.0
1224,12991800,10.0,1.0,10.0
1225,12500300,10.0,1.0,10.0
1226,13096100,10.0,1.0,10.0
1227,11985800,10.0,1.0,10.0
1228,14587200,10.0,1.0,10.0
1229,14568200,10.0,1.0,10.0
1230,15364600,10.0,1.0,10.0
1231,14044700,10.0,1.0,10.0
1232,16230200,10.0,1.0,10.0
1233,12607900,10.0,1.0,10.0
1234,11912000,10.0,1.0,10.0
1235,12404300,10.0,1.0,10.0
1236,14632900,10.0,1.0,10.0
1237,16455600,10.0,1.0,10.0
1238,13316200,10.0,1.0,10.0
1239,13139200,10.0,1.0,10.0
1240,12222000,10.0,1.0,10.0
1241,12580600,10.0,1.0,10.0
1242,11301400,10.0,1.0,10.0
1243,12089400,10.0,1.0,10.0
1244,10975800,10.0,1.0,10.0
1245,15071200,10.0,1.0,10.0
1246,11290200,10.0,1.0,10.0
1247,14391700,10.0,1.0,10.0
1248,10827500,10.0,1.0,10.0
1249,13361700,10.0,1.0,10.0
1250,12105700,10.0,1.0,10.0
1251,18887600,10.0,1.0,10.0
1252,14994100,10.0,1.0,10.0
1253,11885200,10.0,1.0,10.0
1254,11567900,10.0,1.0,10.0
1255,17075500,10.0,1.0,10.0
1256,13343200,10.0,1.0,10.0
1257,11503800,10.0,1.0,10.0
1258,10870100,10.0,1.0,10.0
1259,11874600,10.0,1.0,10.0
1260,11588300,10.0,1.0,10.0
1261,13034900,10.0,1.0,10.0
1262,10967000,10.0,1.0,10.0
1263,18438800,10.0,1.0,10.0
1264,12287100,10.0,1.0,10.0
1265,10639500,10.0,1.0,10.0
1266,11675300,10.0,1.0,10.0
1267,12076300,10.0,1.0,10.0
1268,11832300,10.0,1.0,10.0
1269,15952100,10.0,1.0,10.0
1270,12062600,10.0,1.0,10.0
1271,17132500,10.0,1.0,10.0
1272,12941400,10.0,1.0,10.0
1273,13442200,10.0,1.0,10.0
1274,13373700,10.0,1.0,10.0
1275,13135800,10.0,1.0,10.0
1276,15341400,10.0,1.0,10.0
1277,16545300,10.0,1.0,10.0
1278,19586300,10.0,1.0,10.0
1279,14229100,10.0,1.0,10.0
1280,12419000,10.0,1.0,10.0
1281,14286500,10.0,1.0,10.0
1282,15189800,10.0,1.0,10.0
1283,16680800,10.0,1.0,10.0
1284,12270100,10.0,1.0,10.0
1285,13929700,10.0,1.0,10.0
1286,11606600,10.0,1.0,10.0
1287,12479800,10.0,1.0,10.0
1288,10789800,10.0,1.0,10.0
1289,12492000,10.0,1.0,10.0
1290,13142200,10.0,1.0,10.0
1291,15358200,10.0,1.0,10.0
1292,14273900,10.0,1.0,10.0
1293,15852400,10.0,1.0,10.0
1294,11690700,10.0,1.0,10.0
1295,11902600,10.0,1.0,10.0
1296,13219000,10.0,1.0,10.0
1297,12870300,10.0,1.0,10.0
1298,10700800,10.0,1.0,10.0
1299,11506800,10.0,1.0,10.0
1300,12515600,10.0,1.0,10.0
1301,15998000,10.0,1.0,10.0
1302,15828500,10.0,1.0,10.0
1303,11361600,10.0,1.0,10.0
1304,12755000,10.0,1.0,10.0
1305,12285500,10.0,1.0,10.0
1306,15168900,10.0,1.0,10.0
1307,14088000,10.0,1.0,10.0
1308,14051200,10.0,1.0,10.0
1309,13621300,10.0,1.0,10.0
1310,14475100,10.0,1.0,10.0
1311,13450600,10.0,1.0,10.0
1312,14974300,10.0,1.0,10.0
1313,13872500,10.0,1.0,10.0
1314,11941100,10.0,1.0,10.0
1315,14136900,10.0,1.0,10.0
1316,14450700,10.0,1.0,10.0
1317,11484000,10.0,1.0,10.0
1318,14314700,10.0,1.0,10.0
1319,12431900,10.0,1.0,10.0
1320,10935300,10.0,1.0,10.0
1321,12984100,10.0,1.0,10.0
1322,13908800,10.0,1.0,10.0
1323,15357500,10.0,1.0,10.0
1324,13044600,10.0,1.0,10.0
1325,12568700,10.0,1.0,10.0
1326,12153500,10.0,1.0,10.0
1327,16711400,10.0,1.0,10.0
1328,15998400,10.0,1.0,10.0
1329,17599800,10.0,1.0,10.0
1330,19154900,10.0,1.0,10.0
1331,14811600,10.0,1.0,10.0
1332,16773300,10.0,1.0,10.0
1333,19227300,10.0,1.0,10.0
1334,17432600,10.0,1.0,10.0
1335,17829800,10.0,1.0,10.0
1336,24500600,10.0,1.0,10.0
1337,17812900,10.0,1.0,10.0
1338,19894300,10.0,1.0,10.0
1339,17250500,10.0,1.0,10.0
1340,18026400,10.0,1.0,10.0
1341,18316000,10.0,1.0,10.0
1342,18132900,10.0,1.0,10.0
1343,16991500,10.0,1.0,10.0
1344,16855500,10.0,1.0,10.0
1345,21052900,10.0,1.0,10.0
1346,21709300,10.0,1.0,10.0
1347,22023500,10.0,1.0,10.0
1348,16551500,10.0,1.0,10.0
1349,17373600,10.0,1.0,10.0
1350,18869000,10.0,1.0,10.0
1351,20695300,10.0,1.0,10.0
1352,18832400,10.0,1.0,10.0
1353,18236800,10.0,1.0,10.0
1354,19032800,10.0,1.0,10.0
1355,23399400,10.0,1.0,10.0
1356,15181800,10.0,1.0,10.0
1357,15263100,10.0,1.0,10.0
1358,16551200,10.0,1.0,10.0
1359,15979800,10.0,1.0,10.0
1360,16370400,10.0,1.0,10.0
1361,18723300,10.0,1.0,10.0
1362,16457200,10.0,1.0,10.0
1363,16408100,10.0,1.0,10.0
1364,19889900,10.0,1.0,10.0
1365,15126000,10.0,1.0,10.0
1366,15511200,10.0,1.0,10.0
1367,17163300,10.0,1.0,10.0
1368,17501100,10.0,1.0,10.0
1369,17070300,10.0,1.0,10.0
1370,19553100,10.0,1.0,10.0
1371,17534900,10.0,1.0,10.0
1372,16273600,10.0,1.0,10.0
1373,16756000,10.0,1.0,10.0
1374,18402600,10.0,1.0,10.0
1375,16801400,10.0,1.0,10.0
1376,16694100,10.0,1.0,10.0
1377,16099100,10.0,1.0,10.0
1378,16114500,10.0,1.0,10.0
1379,17467900,10.0,1.0,10.0
1380,16397800,10.0,1.0,10.0
1381,15143600,10.0,1.0,10.0
1382,22568400,10.0,1.0,10.0
1383,17080100,10.0,1.0,10.0
1384,18688400,10.0,1.0,10.0
1385,16553900,10.0,1.0,10.0
1386,18015200,10.0,1.0,10.0
1387,21325300,10.0,1.0,10.0
1388,15408600,10.0,1.0,10.0
1389,15223800,10.0,1.0,10.0
1390,15628900,10.0,1.0,10.0
1391,16548700,10.0,1.0,10.0
1392,16298100,10.0,1.0,10.0
1393,15750300,10.0,1.0,10.0
1394,17284400,10.0,1.0,10.0
1395,15098700,10.0,1.0,10.0
1396,16587100,10.0,1.0,10.0
1397,18800600,10.0,1.0,10.0
1398,18930900,10.0,1.0,10.0
1399,15921600,10.0,1.0,10.0
1400,18612700,10.0,1.0,10.0
1401,15463100,10.0,1.0,10.0
1402,18240400,10.0,1.0,10.0
1403,16319100,10.0,1.0,10.0
1404,21705600,10.0,1.0,10.0
1405,21846900,10.0,1.0,10.0
1406,17594600,10.0,1.0,10.0
1407,18875400,10.0,1.0,10.0
1408,28188700,10.0,1.0,10.0
1409,18848400,10.0,1.0,10.0
1410,24696300,10.0,1.0,10.0
1411,15845800,10.0,1.0,10.0
1412,14934100,10.0,1.0,10.0
1413,25740600,10.0,1.0,10.0
1414,20154400,10.0,1.0,10.0
1415,19300200,10.0,1.0,10.0
1416,18108900,10.0,1.0,10.0
1417,16314300,10.0,1.0,10.0
1418,22364200,10.0,1.0,10.0
1419,18811600,10.0,1.0,10.0
1420,18756300,10.0,1.0,10.0
1421,16429800,10.0,1.0,10.0
1422,19647000,10.0,1.0,10.0
1423,15968000,10.0,1.0,10.0
1424,16945400,10.0,1.0,10.0
1425,18878900,10.0,1.0,10.0
1426,17850300,10.0,1.0,10.0
1427,15323400,10.0,1.0,10.0
1428,15853700,10.0,1.0,10.0
1429,16214800,10.0,1.0,10.0
1430,16693700,10.0,1.0,10.0
1431,16346600,10.0,1.0,10.0
1432,16520300,10.0,1.0,10.0
1433,31902500,10.0,1.0,10.0
1434,40021200,10.0,1.0,10.0
1435,28503800,10.0,1.0,10.0
1436,24086100,10.0,1.0,10.0
1437,17396100,10.0,1.0,10.0
1438,18028300,10.0,1.0,10.0
1439,16424300,10.0,1.0,10.0
1440,16727000,10.0,1.0,10.0
1441,25075400,10.0,1.0,10.0
1442,15635200,10.0,1.0,10.0
1443,16362500,10.0,1.0,10.0
1444,18251300,10.0,1.0,10.0
1445,16049400,10.0,1.0,10.0
1446,16096400,10.0,1.0,10.0
1447,17938500,10.0,1.0,10.0
1448,17071900,10.0,1.0,10.0
1449,15761300,10.0,1.0,10.0
1450,17619200,10.0,1.0,10.0
1451,15680700,10.0,1.0,10.0
1452,16629000,10.0,1.0,10.0
1453,16048100,10.0,1.0,10.0
1454,16434700,10.0,1.0,10.0
1455,18121000,10.0,1.0,10.0
1456,16887400,10.0,1.0,10.0
1457,18938600,10.0,1.0,10.0
1458,18039700,10.0,1.0,10.0
1459,23157100,10.0,1.0,10.0
1460,20557400,10.0,1.0,10.0
1461,18246500,10.0,1.0,10.0
1462,19172200,10.0,1.0,10.0
1463,17197500,10.0,1.0,10.0
1464,19454900,10.0,1.0,10.0
1465,17388000,10.0,1.0,10.0
1466,15994200,10.0,1.0,10.0
1467,15277600,10.0,1.0,10.0
1468,16532100,10.0,1.0,10.0
1469,17115100,10.0,1.0,10.0
1470,20333900,10.0,1.0,10.0
1471,17998200,10.0,1.0,10.0
1472,20113600,10.0,1.0,10.0
1473,19590300,10.0,1.0,10.0
