,write_value,delay
557,11283300.0,0.0
558,14708400.0,0.0
559,10561700.0,0.0
560,10609800.0,0.0
561,10885700.0,0.0
562,10523400.0,0.0
563,10430600.0,0.0
564,11123600.0,0.0
565,10101000.0,0.0
566,11062300.0,0.0
567,17137400.0,0.0
568,11086600.0,0.0
569,10459600.0,0.0
570,12510200.0,0.0
571,10783800.0,0.0
572,12809300.0,0.0
573,11973300.0,0.0
574,11304700.0,0.0
575,10924500.0,0.0
576,12064300.0,0.0
577,11701400.0,0.0
578,9976200.0,0.0
579,12996500.0,0.0
580,10655300.0,0.0
581,13064000.0,0.0
582,10013300.0,0.0
583,11000400.0,0.0
584,12816600.0,0.0
585,10745800.0,0.0
586,10833900.0,0.0
587,10288700.0,0.0
588,11081800.0,0.0
589,12517100.0,0.0
590,10352000.0,0.0
591,10732900.0,0.0
592,10964000.0,0.0
593,13093000.0,0.0
594,12583900.0,0.0
595,10612700.0,0.0
596,10831700.0,0.0
597,10152100.0,0.0
598,18138300.0,0.0
599,17072800.0,0.0
600,14030400.0,0.0
601,11459800.0,0.0
602,12698400.0,0.0
603,10217800.0,0.0
604,13219300.0,0.0
605,10428400.0,0.0
606,10903600.0,0.0
607,11128600.0,0.0
608,11813100.0,0.0
609,8639300.0,0.0
610,17004500.0,0.0
611,11040700.0,0.0
612,11069800.0,0.0
613,12103600.0,0.0
614,14662300.0,0.0
615,15236200.0,0.0
616,15082300.0,0.0
617,19820700.0,0.0
618,9197300.0,0.0
619,11363800.0,0.0
620,10913100.0,0.0
621,10087100.0,0.0
622,11042700.0,0.0
623,13502100.0,0.0
624,13007300.0,0.0
625,11927800.0,0.0
626,11870400.0,0.0
627,9442000.0,0.0
628,10478600.0,0.0
629,10857800.0,0.0
630,13309000.0,0.0
631,13896500.0,0.0
632,8544500.0,0.0
633,10987500.0,0.0
634,10427200.0,0.0
635,14756000.0,0.0
636,9031700.0,0.0
637,15782100.0,0.0
638,9823600.0,0.0
639,10743400.0,0.0
640,10383200.0,0.0
641,10901100.0,0.0
642,13572200.0,0.0
643,10025800.0,0.0
644,15155100.0,0.0
645,10209300.0,0.0
646,11135500.0,0.0
647,9971400.0,0.0
648,13385400.0,0.0
649,10300500.0,0.0
