,datachange_notifications,period,queuesize,change_int
68,12443300,10.0,1.0,1.0
69,12829600,10.0,1.0,1.0
70,11482500,10.0,1.0,1.0
71,12311000,10.0,1.0,1.0
72,12626700,10.0,1.0,1.0
73,12757500,10.0,1.0,1.0
74,11903200,10.0,1.0,1.0
75,12379000,10.0,1.0,1.0
76,13154500,10.0,1.0,1.0
77,13916200,10.0,1.0,1.0
78,9831700,10.0,1.0,1.0
79,12299600,10.0,1.0,1.0
80,12694900,10.0,1.0,1.0
81,11776100,10.0,1.0,1.0
82,12662900,10.0,1.0,1.0
83,11536600,10.0,1.0,1.0
84,12924000,10.0,1.0,1.0
85,11696200,10.0,1.0,1.0
86,11780500,10.0,1.0,1.0
87,12568000,10.0,1.0,1.0
88,12880700,10.0,1.0,1.0
89,11431500,10.0,1.0,1.0
90,12246800,10.0,1.0,1.0
91,12545900,10.0,1.0,1.0
92,12823000,10.0,1.0,1.0
93,11499100,10.0,1.0,1.0
94,12428000,10.0,1.0,1.0
95,12451800,10.0,1.0,1.0
96,13398900,10.0,1.0,1.0
97,11430200,10.0,1.0,1.0
98,12455400,10.0,1.0,1.0
99,12878900,10.0,1.0,1.0
100,11998300,10.0,1.0,1.0
101,11866800,10.0,1.0,1.0
102,12923200,10.0,1.0,1.0
103,11897800,10.0,1.0,1.0
104,11430700,10.0,1.0,1.0
105,12547100,10.0,1.0,1.0
106,12341000,10.0,1.0,1.0
107,12811500,10.0,1.0,1.0
108,11466100,10.0,1.0,1.0
109,12371200,10.0,1.0,1.0
110,13976900,10.0,1.0,1.0
111,11378500,10.0,1.0,1.0
112,11484400,10.0,1.0,1.0
113,12480200,10.0,1.0,1.0
114,12555200,10.0,1.0,1.0
115,13034400,10.0,1.0,1.0
116,11326100,10.0,1.0,1.0
117,12455600,10.0,1.0,1.0
118,12451500,10.0,1.0,1.0
119,13576700,10.0,1.0,1.0
120,10932600,10.0,1.0,1.0
121,12383500,10.0,1.0,1.0
122,12645900,10.0,1.0,1.0
123,11939000,10.0,1.0,1.0
124,11874800,10.0,1.0,1.0
125,12080900,10.0,1.0,1.0
126,13664500,10.0,1.0,1.0
127,11425400,10.0,1.0,1.0
128,12308800,10.0,1.0,1.0
129,12259000,10.0,1.0,1.0
130,13210800,10.0,1.0,1.0
131,11656600,10.0,1.0,1.0
132,12026000,10.0,1.0,1.0
133,12970900,10.0,1.0,1.0
134,12704000,10.0,1.0,1.0
135,11151400,10.0,1.0,1.0
136,12642900,10.0,1.0,1.0
137,12756500,10.0,1.0,1.0
138,12668200,10.0,1.0,1.0
139,11428300,10.0,1.0,1.0
140,12126400,10.0,1.0,1.0
141,13034200,10.0,1.0,1.0
142,11757500,10.0,1.0,1.0
143,11578100,10.0,1.0,1.0
144,12425700,10.0,1.0,1.0
145,13045100,10.0,1.0,1.0
146,11425800,10.0,1.0,1.0
147,12995500,10.0,1.0,1.0
148,11440200,10.0,1.0,1.0
149,13924700,10.0,1.0,1.0
150,10863100,10.0,1.0,1.0
151,12300600,10.0,1.0,1.0
152,12787600,10.0,1.0,1.0
153,12446000,10.0,1.0,1.0
154,11815500,10.0,1.0,1.0
155,11836700,10.0,1.0,1.0
156,13035700,10.0,1.0,1.0
157,11635900,10.0,1.0,1.0
158,11919900,10.0,1.0,1.0
159,12223000,10.0,1.0,1.0
160,13472900,10.0,1.0,1.0
161,11286500,10.0,1.0,1.0
162,12428800,10.0,1.0,1.0
163,12278500,10.0,1.0,1.0
164,13385900,10.0,1.0,1.0
165,11086000,10.0,1.0,1.0
166,12600300,10.0,1.0,1.0
167,13754600,10.0,1.0,1.0
168,12640100,10.0,1.0,1.0
169,10753800,10.0,1.0,1.0
170,12499700,10.0,1.0,1.0
171,12895500,10.0,1.0,1.0
172,13588900,10.0,1.0,1.0
173,9809300,10.0,1.0,1.0
174,12527000,10.0,1.0,1.0
175,13033900,10.0,1.0,1.0
176,11633100,10.0,1.0,1.0
177,11626700,10.0,1.0,1.0
178,11934100,10.0,1.0,1.0
179,14695200,10.0,1.0,1.0
180,10167200,10.0,1.0,1.0
181,12306700,10.0,1.0,1.0
182,12258600,10.0,1.0,1.0
183,14136800,10.0,1.0,1.0
184,10351400,10.0,1.0,1.0
185,12448400,10.0,1.0,1.0
186,12755900,10.0,1.0,1.0
187,13681100,10.0,1.0,1.0
188,9935300,10.0,1.0,1.0
189,12522000,10.0,1.0,1.0
190,12324700,10.0,1.0,1.0
191,12404600,10.0,1.0,1.0
192,12951600,10.0,1.0,1.0
193,11256800,10.0,1.0,1.0
194,12664900,10.0,1.0,1.0
195,11519400,10.0,1.0,1.0
196,12275200,10.0,1.0,1.0
197,12252100,10.0,1.0,1.0
198,13958100,10.0,1.0,1.0
199,11239700,10.0,1.0,1.0
200,11658800,10.0,1.0,1.0
201,12218200,10.0,1.0,1.0
202,13783500,10.0,1.0,1.0
203,10788500,10.0,1.0,1.0
204,12064300,10.0,1.0,1.0
205,12587900,10.0,1.0,1.0
206,12599900,10.0,1.0,1.0
207,11077100,10.0,1.0,1.0
208,12474400,10.0,1.0,1.0
209,13164500,10.0,1.0,1.0
210,11353200,10.0,1.0,1.0
211,12124700,10.0,1.0,1.0
212,12983400,10.0,1.0,1.0
213,12931900,10.0,1.0,1.0
214,11114300,10.0,1.0,1.0
215,12358400,10.0,1.0,1.0
216,12245100,10.0,1.0,1.0
217,12807100,10.0,1.0,1.0
218,11643600,10.0,1.0,1.0
219,12568500,10.0,1.0,1.0
220,12719000,10.0,1.0,1.0
221,13001000,10.0,1.0,1.0
222,11323800,10.0,1.0,1.0
223,12656700,10.0,1.0,1.0
224,12879200,10.0,1.0,1.0
225,13239400,10.0,1.0,1.0
226,12574100,10.0,1.0,1.0
227,12150100,10.0,1.0,1.0
228,12758300,10.0,1.0,1.0
229,13669400,10.0,1.0,1.0
230,11283900,10.0,1.0,1.0
231,12437000,10.0,1.0,1.0
232,12415500,10.0,1.0,1.0
233,14943900,10.0,1.0,1.0
234,10277500,10.0,1.0,1.0
235,12718100,10.0,1.0,1.0
236,12571800,10.0,1.0,1.0
237,14222500,10.0,1.0,1.0
238,11705000,10.0,1.0,1.0
239,11762300,10.0,1.0,1.0
240,12772900,10.0,1.0,1.0
241,13715900,10.0,1.0,1.0
242,11689800,10.0,1.0,1.0
243,11716600,10.0,1.0,1.0
244,12311900,10.0,1.0,1.0
245,13683700,10.0,1.0,1.0
246,11195400,10.0,1.0,1.0
247,13885600,10.0,1.0,1.0
248,11199800,10.0,1.0,1.0
249,13924200,10.0,1.0,1.0
250,11936200,10.0,1.0,1.0
251,11688100,10.0,1.0,1.0
252,13122000,10.0,1.0,1.0
253,12960300,10.0,1.0,1.0
254,12885700,10.0,1.0,1.0
255,11103300,10.0,1.0,1.0
256,12659300,10.0,1.0,1.0
257,14677600,10.0,1.0,1.0
258,10169900,10.0,1.0,1.0
259,12904500,10.0,1.0,1.0
260,12313500,10.0,1.0,1.0
261,13461100,10.0,1.0,1.0
262,11526700,10.0,1.0,1.0
263,12106300,10.0,1.0,1.0
264,12405000,10.0,1.0,1.0
265,14240600,10.0,1.0,1.0
266,10331900,10.0,1.0,1.0
267,12853700,10.0,1.0,1.0
268,12354500,10.0,1.0,1.0
269,12936100,10.0,1.0,1.0
270,11911800,10.0,1.0,1.0
271,12491700,10.0,1.0,1.0
272,12511600,10.0,1.0,1.0
273,13193500,10.0,1.0,1.0
274,12404500,10.0,1.0,1.0
275,11220900,10.0,1.0,1.0
276,13554500,10.0,1.0,1.0
277,11637600,10.0,1.0,1.0
278,11909900,10.0,1.0,1.0
279,12442800,10.0,1.0,1.0
280,13064400,10.0,1.0,1.0
281,12369300,10.0,1.0,1.0
282,11852000,10.0,1.0,1.0
283,12477400,10.0,1.0,1.0
284,13549200,10.0,1.0,1.0
285,11418600,10.0,1.0,1.0
286,12889100,10.0,1.0,1.0
287,12493000,10.0,1.0,1.0
288,12580400,10.0,1.0,1.0
289,11635600,10.0,1.0,1.0
290,12381500,10.0,1.0,1.0
291,12488600,10.0,1.0,1.0
292,13653200,10.0,1.0,1.0
293,11228500,10.0,1.0,1.0
294,12443100,10.0,1.0,1.0
295,12277000,10.0,1.0,1.0
296,13606100,10.0,1.0,1.0
297,11492000,10.0,1.0,1.0
298,12770300,10.0,1.0,1.0
299,12392400,10.0,1.0,1.0
300,14252800,10.0,1.0,1.0
301,11269600,10.0,1.0,1.0
302,13008800,10.0,1.0,1.0
303,12149000,10.0,1.0,1.0
304,13181600,10.0,1.0,1.0
305,12014100,10.0,1.0,1.0
306,13371100,10.0,1.0,1.0
307,11696900,10.0,1.0,1.0
308,12991400,10.0,1.0,1.0
309,11746000,10.0,1.0,1.0
310,12689900,10.0,1.0,1.0
311,12342700,10.0,1.0,1.0
312,13302500,10.0,1.0,1.0
313,11509900,10.0,1.0,1.0
314,12504300,10.0,1.0,1.0
315,12824800,10.0,1.0,1.0
316,14006100,10.0,1.0,1.0
317,11322100,10.0,1.0,1.0
318,12919800,10.0,1.0,1.0
319,13042500,10.0,1.0,1.0
320,12547600,10.0,1.0,1.0
321,12443800,10.0,1.0,1.0
322,13344900,10.0,1.0,1.0
323,11739200,10.0,1.0,1.0
324,12588700,10.0,1.0,1.0
325,12849600,10.0,1.0,1.0
326,11971000,10.0,1.0,1.0
327,13624700,10.0,1.0,1.0
328,13007600,10.0,1.0,1.0
329,10947400,10.0,1.0,1.0
330,11649400,10.0,1.0,1.0
331,12554200,10.0,1.0,1.0
332,13164800,10.0,1.0,1.0
333,11357900,10.0,1.0,1.0
334,12790800,10.0,1.0,1.0
335,12820200,10.0,1.0,1.0
336,13131200,10.0,1.0,1.0
337,11420900,10.0,1.0,1.0
338,12628500,10.0,1.0,1.0
339,12718100,10.0,1.0,1.0
340,13281900,10.0,1.0,1.0
341,11574600,10.0,1.0,1.0
342,12655500,10.0,1.0,1.0
343,12858600,10.0,1.0,1.0
344,13101300,10.0,1.0,1.0
345,11725100,10.0,1.0,1.0
346,12986000,10.0,1.0,1.0
347,11657100,10.0,1.0,1.0
348,14393500,10.0,1.0,1.0
349,10257800,10.0,1.0,1.0
350,12588600,10.0,1.0,1.0
351,12816200,10.0,1.0,1.0
352,13514400,10.0,1.0,1.0
353,10979900,10.0,1.0,1.0
354,12740200,10.0,1.0,1.0
355,13009200,10.0,1.0,1.0
356,12716500,10.0,1.0,1.0
357,10898900,10.0,1.0,1.0
358,13340400,10.0,1.0,1.0
359,11236000,10.0,1.0,1.0
360,13773500,10.0,1.0,1.0
361,11529200,10.0,1.0,1.0
362,12809300,10.0,1.0,1.0
363,12285400,10.0,1.0,1.0
364,13956700,10.0,1.0,1.0
365,11151000,10.0,1.0,1.0
366,12760200,10.0,1.0,1.0
367,12674800,10.0,1.0,1.0
368,13719900,10.0,1.0,1.0
369,11137500,10.0,1.0,1.0
370,12524200,10.0,1.0,1.0
371,12544100,10.0,1.0,1.0
372,13433200,10.0,1.0,1.0
373,11314000,10.0,1.0,1.0
374,12540500,10.0,1.0,1.0
375,12446300,10.0,1.0,1.0
376,13585000,10.0,1.0,1.0
377,11110800,10.0,1.0,1.0
378,12985200,10.0,1.0,1.0
379,11552500,10.0,1.0,1.0
380,13052700,10.0,1.0,1.0
381,11700700,10.0,1.0,1.0
382,12597200,10.0,1.0,1.0
383,12636600,10.0,1.0,1.0
384,12926900,10.0,1.0,1.0
385,12180400,10.0,1.0,1.0
386,12778700,10.0,1.0,1.0
387,12724500,10.0,1.0,1.0
388,15692100,10.0,1.0,1.0
389,9603700,10.0,1.0,1.0
390,11802300,10.0,1.0,1.0
391,12418600,10.0,1.0,1.0
392,12864800,10.0,1.0,1.0
393,12178900,10.0,1.0,1.0
394,11890800,10.0,1.0,1.0
395,12938600,10.0,1.0,1.0
396,11652700,10.0,1.0,1.0
397,12604300,10.0,1.0,1.0
398,13347100,10.0,1.0,1.0
399,11643600,10.0,1.0,1.0
400,12564300,10.0,1.0,1.0
401,12741400,10.0,1.0,1.0
402,12735700,10.0,1.0,1.0
403,12642400,10.0,1.0,1.0
404,13465200,10.0,1.0,1.0
405,11713500,10.0,1.0,1.0
406,12621800,10.0,1.0,1.0
407,12477600,10.0,1.0,1.0
408,12957700,10.0,1.0,1.0
409,11906700,10.0,1.0,1.0
410,12501700,10.0,1.0,1.0
411,12569700,10.0,1.0,1.0
412,13612600,10.0,1.0,1.0
413,11480200,10.0,1.0,1.0
414,12556700,10.0,1.0,1.0
415,12299200,10.0,1.0,1.0
416,12482100,10.0,1.0,1.0
417,13009900,10.0,1.0,1.0
418,12370500,10.0,1.0,1.0
419,12413100,10.0,1.0,1.0
420,12769000,10.0,1.0,1.0
421,12074200,10.0,1.0,1.0
422,12544200,10.0,1.0,1.0
423,12766600,10.0,1.0,1.0
424,13550100,10.0,1.0,1.0
425,11817000,10.0,1.0,1.0
426,12504200,10.0,1.0,1.0
427,12297600,10.0,1.0,1.0
428,13100600,10.0,1.0,1.0
429,11907600,10.0,1.0,1.0
430,12457000,10.0,1.0,1.0
431,12333900,10.0,1.0,1.0
432,13391100,10.0,1.0,1.0
433,11754600,10.0,1.0,1.0
434,13171800,10.0,1.0,1.0
435,11448600,10.0,1.0,1.0
436,13249500,10.0,1.0,1.0
437,12070700,10.0,1.0,1.0
438,12279700,10.0,1.0,1.0
439,12014800,10.0,1.0,1.0
440,12589000,10.0,1.0,1.0
441,12774200,10.0,1.0,1.0
442,12624800,10.0,1.0,1.0
443,12467300,10.0,1.0,1.0
444,16898900,10.0,1.0,1.0
445,8636800,10.0,1.0,1.0
446,12598800,10.0,1.0,1.0
447,12602700,10.0,1.0,1.0
448,13370300,10.0,1.0,1.0
449,11617200,10.0,1.0,1.0
450,12991100,10.0,1.0,1.0
451,11616000,10.0,1.0,1.0
452,13125600,10.0,1.0,1.0
453,11653100,10.0,1.0,1.0
454,12676400,10.0,1.0,1.0
455,12135600,10.0,1.0,1.0
456,12296500,10.0,1.0,1.0
457,12659400,10.0,1.0,1.0
458,12490600,10.0,1.0,1.0
459,12666200,10.0,1.0,1.0
460,12423200,10.0,1.0,1.0
461,12666000,10.0,1.0,1.0
462,12578400,10.0,1.0,1.0
463,12901100,10.0,1.0,1.0
464,12965900,10.0,1.0,1.0
465,12326300,10.0,1.0,1.0
466,13663500,10.0,1.0,1.0
467,13625100,10.0,1.0,1.0
468,13724000,10.0,1.0,1.0
469,10890700,10.0,1.0,1.0
470,12443300,10.0,1.0,1.0
471,12135400,10.0,1.0,1.0
472,13116500,10.0,1.0,1.0
473,11250400,10.0,1.0,1.0
474,12731400,10.0,1.0,1.0
475,12236800,10.0,1.0,1.0
476,13265300,10.0,1.0,1.0
477,11261300,10.0,1.0,1.0
478,12574200,10.0,1.0,1.0
479,12119900,10.0,1.0,1.0
480,12745900,10.0,1.0,1.0
481,11657900,10.0,1.0,1.0
482,12783800,10.0,1.0,1.0
483,11683700,10.0,1.0,1.0
484,12386900,10.0,1.0,1.0
485,12736200,10.0,1.0,1.0
486,12262100,10.0,1.0,1.0
487,13127800,10.0,1.0,1.0
488,11364200,10.0,1.0,1.0
489,12353400,10.0,1.0,1.0
490,12493500,10.0,1.0,1.0
491,13239800,10.0,1.0,1.0
492,11047000,10.0,1.0,1.0
493,12709800,10.0,1.0,1.0
494,12236400,10.0,1.0,1.0
495,13337500,10.0,1.0,1.0
496,11153400,10.0,1.0,1.0
497,12365400,10.0,1.0,1.0
498,11809300,10.0,1.0,1.0
499,13956700,10.0,1.0,1.0
500,11156300,10.0,1.0,1.0
501,12676100,10.0,1.0,1.0
502,12407700,10.0,1.0,1.0
503,12759500,10.0,1.0,1.0
504,12039600,10.0,1.0,1.0
505,12425700,10.0,1.0,1.0
506,12195200,10.0,1.0,1.0
507,12412400,10.0,1.0,1.0
508,12409300,10.0,1.0,1.0
509,12528300,10.0,1.0,1.0
510,12543500,10.0,1.0,1.0
511,12251300,10.0,1.0,1.0
512,12716600,10.0,1.0,1.0
513,12241500,10.0,1.0,1.0
514,12516200,10.0,1.0,1.0
515,11602000,10.0,1.0,1.0
516,12240900,10.0,1.0,1.0
517,11822100,10.0,1.0,1.0
518,13775000,10.0,1.0,1.0
519,11029400,10.0,1.0,1.0
520,12593900,10.0,1.0,1.0
521,12312600,10.0,1.0,1.0
522,13375200,10.0,1.0,1.0
523,10940400,10.0,1.0,1.0
524,12606400,10.0,1.0,1.0
525,12321100,10.0,1.0,1.0
526,12564300,10.0,1.0,1.0
527,12766800,10.0,1.0,1.0
528,11391600,10.0,1.0,1.0
529,12563100,10.0,1.0,1.0
530,12638700,10.0,1.0,1.0
531,11791300,10.0,1.0,1.0
532,12462300,10.0,1.0,1.0
533,12500700,10.0,1.0,1.0
534,12417000,10.0,1.0,1.0
535,12342100,10.0,1.0,1.0
536,12468900,10.0,1.0,1.0
537,12934000,10.0,1.0,1.0
538,11546300,10.0,1.0,1.0
539,12221200,10.0,1.0,1.0
540,12285100,10.0,1.0,1.0
541,13204000,10.0,1.0,1.0
542,11166300,10.0,1.0,1.0
543,12224900,10.0,1.0,1.0
544,12055700,10.0,1.0,1.0
545,12702200,10.0,1.0,1.0
546,12114700,10.0,1.0,1.0
547,12447100,10.0,1.0,1.0
548,12398600,10.0,1.0,1.0
549,12504700,10.0,1.0,1.0
550,11791400,10.0,1.0,1.0
551,12370300,10.0,1.0,1.0
552,12650900,10.0,1.0,1.0
553,11882600,10.0,1.0,1.0
554,11892700,10.0,1.0,1.0
555,11557400,10.0,1.0,1.0
556,13587600,10.0,1.0,1.0
557,11469100,10.0,1.0,1.0
558,12368200,10.0,1.0,1.0
559,12257700,10.0,1.0,1.0
560,13401200,10.0,1.0,1.0
561,11242900,10.0,1.0,1.0
562,12347000,10.0,1.0,1.0
563,12319400,10.0,1.0,1.0
564,12705800,10.0,1.0,1.0
565,11811500,10.0,1.0,1.0
566,12613500,10.0,1.0,1.0
567,16203100,10.0,1.0,1.0
568,8383300,10.0,1.0,1.0
569,12801700,10.0,1.0,1.0
570,12577400,10.0,1.0,1.0
571,12282900,10.0,1.0,1.0
572,12509100,10.0,1.0,1.0
573,12845700,10.0,1.0,1.0
574,12523900,10.0,1.0,1.0
575,12329500,10.0,1.0,1.0
576,12461800,10.0,1.0,1.0
577,12306900,10.0,1.0,1.0
578,12392400,10.0,1.0,1.0
579,12755600,10.0,1.0,1.0
580,12921300,10.0,1.0,1.0
581,11897100,10.0,1.0,1.0
582,12450900,10.0,1.0,1.0
583,13423000,10.0,1.0,1.0
584,11017600,10.0,1.0,1.0
585,12375500,10.0,1.0,1.0
586,12628000,10.0,1.0,1.0
587,12908400,10.0,1.0,1.0
588,11348500,10.0,1.0,1.0
589,12777400,10.0,1.0,1.0
590,12174800,10.0,1.0,1.0
591,13296300,10.0,1.0,1.0
592,11529500,10.0,1.0,1.0
593,13880100,10.0,1.0,1.0
594,11182000,10.0,1.0,1.0
595,13271800,10.0,1.0,1.0
596,11925900,10.0,1.0,1.0
597,11348500,10.0,1.0,1.0
598,12870200,10.0,1.0,1.0
599,12340200,10.0,1.0,1.0
600,12169600,10.0,1.0,1.0
601,11741500,10.0,1.0,1.0
602,13012100,10.0,1.0,1.0
603,11343300,10.0,1.0,1.0
604,12415900,10.0,1.0,1.0
605,12268800,10.0,1.0,1.0
606,12865700,10.0,1.0,1.0
607,11817800,10.0,1.0,1.0
608,12134000,10.0,1.0,1.0
609,12822500,10.0,1.0,1.0
610,13240800,10.0,1.0,1.0
611,11513000,10.0,1.0,1.0
612,12875800,10.0,1.0,1.0
613,11810300,10.0,1.0,1.0
614,13069200,10.0,1.0,1.0
615,11246600,10.0,1.0,1.0
616,12809700,10.0,1.0,1.0
617,11778800,10.0,1.0,1.0
618,13417600,10.0,1.0,1.0
619,11084500,10.0,1.0,1.0
620,12270800,10.0,1.0,1.0
621,13176900,10.0,1.0,1.0
622,11341200,10.0,1.0,1.0
623,12636300,10.0,1.0,1.0
624,12099400,10.0,1.0,1.0
625,13433700,10.0,1.0,1.0
626,10741000,10.0,1.0,1.0
627,12735200,10.0,1.0,1.0
628,12454900,10.0,1.0,1.0
629,13010200,10.0,1.0,1.0
630,11629800,10.0,1.0,1.0
631,12398100,10.0,1.0,1.0
632,12096900,10.0,1.0,1.0
633,13347800,10.0,1.0,1.0
634,11405300,10.0,1.0,1.0
635,12750100,10.0,1.0,1.0
636,11431900,10.0,1.0,1.0
637,12747200,10.0,1.0,1.0
638,11594400,10.0,1.0,1.0
639,12155200,10.0,1.0,1.0
640,12683000,10.0,1.0,1.0
641,11727000,10.0,1.0,1.0
642,12968400,10.0,1.0,1.0
643,11649200,10.0,1.0,1.0
644,13455600,10.0,1.0,1.0
645,11237000,10.0,1.0,1.0
646,12368100,10.0,1.0,1.0
647,12271000,10.0,1.0,1.0
648,13320700,10.0,1.0,1.0
649,11392500,10.0,1.0,1.0
650,12682600,10.0,1.0,1.0
651,12466100,10.0,1.0,1.0
652,13230600,10.0,1.0,1.0
653,11021800,10.0,1.0,1.0
654,12626100,10.0,1.0,1.0
655,13749600,10.0,1.0,1.0
656,12718800,10.0,1.0,1.0
657,10963900,10.0,1.0,1.0
658,12612200,10.0,1.0,1.0
659,12420800,10.0,1.0,1.0
660,12947200,10.0,1.0,1.0
661,11465000,10.0,1.0,1.0
662,12286100,10.0,1.0,1.0
663,12289400,10.0,1.0,1.0
664,12206400,10.0,1.0,1.0
665,12314600,10.0,1.0,1.0
666,12196200,10.0,1.0,1.0
667,13139900,10.0,1.0,1.0
668,11591700,10.0,1.0,1.0
669,12743500,10.0,1.0,1.0
670,12142700,10.0,1.0,1.0
671,12866100,10.0,1.0,1.0
672,11263700,10.0,1.0,1.0
673,12504800,10.0,1.0,1.0
674,12189100,10.0,1.0,1.0
675,13271000,10.0,1.0,1.0
676,11124500,10.0,1.0,1.0
677,12402600,10.0,1.0,1.0
678,12326300,10.0,1.0,1.0
679,13688300,10.0,1.0,1.0
680,11251400,10.0,1.0,1.0
681,12142900,10.0,1.0,1.0
682,12645000,10.0,1.0,1.0
683,13303700,10.0,1.0,1.0
684,12053300,10.0,1.0,1.0
685,12131700,10.0,1.0,1.0
686,12570000,10.0,1.0,1.0
687,11669500,10.0,1.0,1.0
688,12348200,10.0,1.0,1.0
689,12157900,10.0,1.0,1.0
690,12545100,10.0,1.0,1.0
691,11689500,10.0,1.0,1.0
692,12260100,10.0,1.0,1.0
693,12589300,10.0,1.0,1.0
694,13426800,10.0,1.0,1.0
695,10696300,10.0,1.0,1.0
696,12152500,10.0,1.0,1.0
697,12630100,10.0,1.0,1.0
698,13221800,10.0,1.0,1.0
699,11134500,10.0,1.0,1.0
700,12197000,10.0,1.0,1.0
701,12377700,10.0,1.0,1.0
702,12564800,10.0,1.0,1.0
703,11995000,10.0,1.0,1.0
704,12441200,10.0,1.0,1.0
705,13859100,10.0,1.0,1.0
706,10950400,10.0,1.0,1.0
707,12397500,10.0,1.0,1.0
708,13214700,10.0,1.0,1.0
709,13448900,10.0,1.0,1.0
710,13944100,10.0,1.0,1.0
711,11967200,10.0,1.0,1.0
712,12246800,10.0,1.0,1.0
713,12353800,10.0,1.0,1.0
714,13345900,10.0,1.0,1.0
715,10819300,10.0,1.0,1.0
716,12733100,10.0,1.0,1.0
717,12523500,10.0,1.0,1.0
718,11795800,10.0,1.0,1.0
719,12207500,10.0,1.0,1.0
720,12167700,10.0,1.0,1.0
721,12676800,10.0,1.0,1.0
722,11498600,10.0,1.0,1.0
723,12201400,10.0,1.0,1.0
724,12378600,10.0,1.0,1.0
725,14016500,10.0,1.0,1.0
726,9875900,10.0,1.0,1.0
727,12713400,10.0,1.0,1.0
728,12509400,10.0,1.0,1.0
729,13402300,10.0,1.0,1.0
730,10966500,10.0,1.0,1.0
731,12481600,10.0,1.0,1.0
732,12347500,10.0,1.0,1.0
733,12928700,10.0,1.0,1.0
734,11671000,10.0,1.0,1.0
735,12735500,10.0,1.0,1.0
736,11936100,10.0,1.0,1.0
737,11622200,10.0,1.0,1.0
738,12092800,10.0,1.0,1.0
739,12788300,10.0,1.0,1.0
740,14999900,10.0,1.0,1.0
741,9910700,10.0,1.0,1.0
742,12711300,10.0,1.0,1.0
743,12441300,10.0,1.0,1.0
744,13355900,10.0,1.0,1.0
745,11184300,10.0,1.0,1.0
746,12426900,10.0,1.0,1.0
747,12528100,10.0,1.0,1.0
748,12513300,10.0,1.0,1.0
749,12528100,10.0,1.0,1.0
750,12090400,10.0,1.0,1.0
751,12623000,10.0,1.0,1.0
752,12715900,10.0,1.0,1.0
753,11502700,10.0,1.0,1.0
754,12196700,10.0,1.0,1.0
755,13017100,10.0,1.0,1.0
756,11702800,10.0,1.0,1.0
757,12602500,10.0,1.0,1.0
758,12027600,10.0,1.0,1.0
759,13461000,10.0,1.0,1.0
760,11291400,10.0,1.0,1.0
761,12211900,10.0,1.0,1.0
762,12307300,10.0,1.0,1.0
763,12679900,10.0,1.0,1.0
764,12861800,10.0,1.0,1.0
765,11097300,10.0,1.0,1.0
766,12512100,10.0,1.0,1.0
767,12719500,10.0,1.0,1.0
768,11499700,10.0,1.0,1.0
769,12342100,10.0,1.0,1.0
770,12661800,10.0,1.0,1.0
771,12558700,10.0,1.0,1.0
772,11816500,10.0,1.0,1.0
773,12663200,10.0,1.0,1.0
774,12483300,10.0,1.0,1.0
